,COUNTYNAME,Proportion White,Proportion Black or African American,Proportion American Indian and Alaska Native,Proportion Asian,Proportion Native Hawaiian and Other Pacific Islander,Proportion Some other race,Proportion Two or more races,Proportion Hispanic or Latino (of any race),Year,Turnout,Total,FemaleProp
133,Meeker,0.9742790335151988,0.005412661297306659,0.003160994197627089,0.003810513553303889,0.0009959296787044251,0.003074391616870182,0.009266476140989,0.03485753875465489,2012,0.7107967667436491,17320,0.4918591224018476
134,Mille Lacs,0.9110826741119901,0.00527377074608345,0.051264153870017065,0.004265549868155732,0.0,0.002908329455560725,0.02520552194819296,0.02047463936714751,2012,0.6844455985458322,19255,0.5043884705271358
135,Morrison,0.9719634703196348,0.005966514459665145,0.001491628614916286,0.005083713850837139,0.0,0.003957382039573821,0.011537290715372907,0.014946727549467275,2012,0.6685328568592416,25185,0.5006948580504268
136,Mower,0.9163269465960048,0.033810640032613117,0.0010955972278842234,0.02122401141459437,0.0011465552384834895,0.007618222584590297,0.0187780269058296,0.10938136975132493,2012,0.6317017893989108,29563,0.5050569969218279
137,Murray,0.967860096892355,0.00413564929693962,0.0029540352120997282,0.007798652959943282,0.003899326479971641,0.004608294930875576,0.008743944227815196,0.033676001417936904,2012,0.7187639946260636,6699,0.5042543663233319
138,Nicollet,0.9337566965629328,0.028622163366038643,0.0022271714922049,0.015289231324866068,0.0,0.007584421838319389,0.012520315415638356,0.041654126286642994,2012,0.7196396536931596,25642,0.5026908977458856
139,Nobles,0.7975056376271342,0.04174145151640665,0.004510101707395646,0.05996594412996456,0.00046021445993833126,0.07966312301532515,0.016153527543835432,0.2605274057710893,2012,0.5361596009975063,16040,0.4832917705735661
140,Norman,0.9297981319674599,0.007532389273877674,0.014763482976800241,0.004670081349804157,0.0021090689966857487,0.009189514914130762,0.031937330521241335,0.04820729135281712,2012,0.6451804839349464,5042,0.5071400238000794
141,Olmsted,0.8525355753344348,0.052650162553962584,0.0027847359164312733,0.05961200234504078,9.32686670575068e-05,0.009959761232212332,0.022364493950860737,0.04634786547993392,2012,0.7139577510798156,110204,0.5173133461580341
142,Otter Tail,0.9561306201684748,0.013554269074773806,0.003570561930183381,0.006534474988733664,0.00012132977432661975,0.0077824383818074685,0.012306305681700005,0.03104308940271085,2012,0.7078219494841693,44976,0.500511383849164
143,Pennington,0.9372704153715742,0.016530093246679853,0.01476405764340209,0.007629273806159931,0.0029669398135066397,0.004026561175473298,0.016812658943204294,0.03383724215880192,2012,0.6063937910006467,10823,0.5102097385198189
144,Pine,0.9146110709739568,0.02115801424295593,0.024254309010217773,0.005126088003577941,0.0004472425774933773,0.006089379708948292,0.02831389548284997,0.027625829979014003,2012,0.6125119554821321,23002,0.4616555082166768
145,Pipestone,0.9271943995691976,0.013462574044157244,0.013354873451803985,0.009800753904146474,0.0,0.013031771674744213,0.023155627355950455,0.05288099084544965,2012,0.660832745236415,7085,0.5167254763585039
146,Polk,0.9308399366085578,0.014136291600633916,0.011822503961965134,0.007606973058637084,0.0005071315372424723,0.010079239302694136,0.025007923930269408,0.0595879556259905,2012,0.6128778141714002,24119,0.4994402753016294
147,Pope,0.9730296127562642,0.004464692482915718,0.0042824601366742605,0.0034624145785876995,0.0,0.0051936218678815494,0.009567198177676536,0.01184510250569476,2012,0.7342289719626168,8560,0.5022196261682244
148,Ramsey,0.6834070829758734,0.11207688023961107,0.0063985340377176745,0.13590817416956394,0.0003273581071928478,0.01962267274724944,0.04225929772279165,0.07334514832708719,2012,0.6999462560461948,400045,0.5225287155195041
149,Red Lake,0.9515091538842158,0.005690252350321623,0.01632855022266205,0.002968827313211281,0.0,0.006679861454725385,0.016823354774863932,0.031914893617021274,2012,0.6564035375040943,3053,0.495250573206682
150,Redwood,0.8942739761201695,0.0065476954679676465,0.04930029528822698,0.03145461548337398,0.0,0.008987032995249711,0.009436384645012195,0.028951084863268712,2012,0.6570926143024619,11942,0.5083738067325406
151,Renville,0.9336445481827276,0.003001000333444481,0.013604534844948316,0.005001667222407469,0.0,0.0336112037345782,0.011137045681893965,0.07642547515838613,2012,0.6577966101694915,11800,0.4932203389830509
152,Rice,0.8874009460040543,0.04174089317525646,0.004161803550586645,0.021991522820812088,0.0007525032250138213,0.02623011241476749,0.017722218809509183,0.07769211868050863,2012,0.6506814942690247,49817,0.4890097757793525
153,Rock,0.9637848021770986,0.007850115135021981,0.006698764915218757,0.00921080175842579,0.0,0.004710069081013188,0.007745446933221688,0.02574837764287209,2012,0.688904593639576,7075,0.5142049469964665
154,Roseau,0.93337177269524,0.007495675571785508,0.014094432699083862,0.02838106220770068,0.00012813120635530784,0.0016016400794413481,0.014927285540393362,0.01063489012749055,2012,0.6420159334949774,11548,0.4870973328714929
155,St. Louis,0.925216992009104,0.015238104745124856,0.01909629503925572,0.01053640324826681,0.0003843216722484814,0.003054608615793125,0.026473274670207086,0.014689073784769881,2012,0.7196792371044647,161490,0.5005820793857205
156,Scott,0.8479317513800272,0.030124023227471507,0.007018424259803571,0.05903649007097282,0.0012402322747150332,0.02300523335006093,0.031643845436948884,0.04743709226467848,2012,0.7546665268456376,95360,0.5051698825503356
157,Sherburne,0.937404044391806,0.020847041277361058,0.005165153309646006,0.011317278589288065,0.00012062990744396192,0.004880028073869369,0.0202658244505856,0.024487871211124272,2012,0.7261025696830258,64327,0.4883641394748706
158,Sibley,0.9678411446145616,0.004680082904325734,0.0019388914889349469,0.006485257738851375,0.00020057498161396003,0.009159590827037508,0.009694457444674736,0.08270375075215618,2012,0.6954216015555948,11314,0.5013257910553297
159,Stearns,0.9010614274279096,0.04495610467197272,0.0034947058785248053,0.01993999778733706,0.00014317230787252457,0.013022172184223713,0.017382419742159688,0.030879663675233145,2012,0.6745639000709384,117003,0.4982094476210012
160,Steele,0.9058591718891108,0.02952847486385157,0.0013683259899838535,0.011849703073260174,0.00013683259899838538,0.037300566486959855,0.013956925097835308,0.07213814619194878,2012,0.7140522875816994,26928,0.50616458704694
161,Stevens,0.9343372259782832,0.008399918049580004,0.01915591067404221,0.01679983609916001,0.0014341323499282937,0.003892644949805368,0.015980331899200985,0.04578979717271051,2012,0.7360445538142728,7721,0.5115917627250356
162,Swift,0.9567647368976062,0.01813772013076031,0.002214489085732363,0.001792681640830961,0.0,0.014657808710323737,0.006432563534746388,0.042918907518717714,2012,0.7188247806434459,7522,0.4994682265354959
163,Todd,0.9560715019519213,0.0028354222313540173,0.002383398397370043,0.0047667967947400865,0.0,0.014177111156770084,0.019765769467844668,0.05337990548592562,2012,0.6347686547205135,18695,0.4899705803690826
164,Traverse,0.9269944068295556,0.004415660877244628,0.04032970267883427,0.0,0.0,0.004710038269060936,0.023550191345304682,0.022667059169855758,2012,0.6947955390334573,2690,0.5063197026022305
165,Wabasha,0.9731795376752472,0.0021568903268157735,0.0023913349275566185,0.004126224973038871,0.0,0.0029071130491864767,0.01523889904815492,0.028742908050827583,2012,0.7099964041711615,16686,0.5020376363418435
166,Wadena,0.9640130861504908,0.008069792802617229,0.008651399491094147,0.002544529262086514,0.0,0.0020356234096692107,0.014685568884042169,0.017157397310069062,2012,0.6607848809179443,10371,0.5054478835213576
167,Waseca,0.932646842492382,0.026741620258484814,0.006987496059682673,0.004885993485342019,0.0,0.011820951980666176,0.01691709572344226,0.056688031942839126,2012,0.6690941264547744,14693,0.5394405499217314
168,Washington,0.8683873042674225,0.03938169611449476,0.003795051156807172,0.050674385414782204,0.0004462401254296568,0.007678546302438241,0.0296367766186255,0.03816358117751111,2012,0.7882816128818207,180844,0.5096270819048462
169,Watonwan,0.9066933430338304,0.006365951255001819,0.004547108039287013,0.011913423062931977,0.0,0.06284103310294653,0.0076391415060021815,0.22635503819570754,2012,0.6189793235329271,8367,0.5016134815346002
170,Wilkin,0.9529248340793331,0.0072542058959716,0.01528013582342954,0.0,0.0,0.0010804136440808766,0.02346041055718475,0.012656274116375984,2012,0.648,5000,0.4978
171,Winona,0.9391729396812982,0.01476195131488904,0.003323883077524685,0.026239124059047804,0.00023462704076644835,0.004536122788151334,0.011731352038322415,0.027373154756085642,2012,0.6554314283663852,41803,0.5121163552855058
172,Wright,0.9473145425716968,0.011391450254768246,0.003225011930235064,0.010868059297116732,6.927233263034743e-05,0.009197826388140576,0.01793383722541217,0.02695463431905297,2012,0.7573816434791312,89919,0.5009842191305508
173,Yellow Medicine,0.9252839210998208,0.002390914524805738,0.03297469615461246,0.006076907750547918,0.0,0.013349272763498704,0.019924287706714484,0.04144251842996613,2012,0.7033647028490396,7757,0.4940054144643548
174,Aitkin,0.9500699656532248,0.0039435186363058145,0.01965398804223381,0.003307467243353263,0.00012721027859051014,0.0005088411143620407,0.02238900903192978,0.01183055590891744,2014,0.5558344743648258,13146,0.4954358740301232
175,Anoka,0.8546047021383213,0.05201480443898737,0.006581704268730458,0.04144187968316392,0.0003135540323927689,0.014921655448074571,0.030121699990329643,0.04057740828544552,2014,0.4575520420282174,258493,0.5038086137729068
176,Becker,0.87787265917603,0.004614232209737828,0.07541573033707866,0.004943820224719101,0.000299625468164794,0.0035355805243445686,0.033318352059925095,0.01758801498127341,2014,0.4837023738280471,25065,0.5014562138440056
177,Beltrami,0.7361318026465691,0.009114012794671807,0.2107834545613881,0.008566295679607394,0.0010516168609236698,0.0024318639908859872,0.0319209534659539,0.020703706949434755,2014,0.4572477603172272,34045,0.5069173153179615
178,Benton,0.9385406898649162,0.026509871505689737,0.0042324555845604074,0.011075347847023341,0.0,0.0008110094533289404,0.01883062574448133,0.020047139924474745,2014,0.4522318998366903,29392,0.499625748502994
179,Big Stone,0.9882306786975285,0.0017653981953707335,0.0,0.0,0.0,0.0007846214201647705,0.009219301686936054,0.012553942722636328,2014,0.5366277626024336,4027,0.507077228706233
180,Blue Earth,0.9163970453574264,0.033056589951773394,0.004013796471521885,0.02055735303095049,0.0001220926683352665,0.004532690311946768,0.02132043220804591,0.03076735242048715,2014,0.3855446980685549,52396,0.4996755477517368
181,Brown,0.9707821692265172,0.002250562640660165,0.002211079085560864,0.006554270146483989,0.0005922533264895171,0.00939708611363367,0.008212579460654637,0.038970268883010216,2014,0.475838314253875,19742,0.5106372201398035
182,Carlton,0.8936925765176709,0.014796234710557462,0.051800913139056416,0.0060875937094865004,0.00019728312947409955,0.0017755481652668961,0.031649850628487686,0.016628149484245534,2014,0.5123597153964644,27266,0.4754639477737842
183,Carver,0.9285692226923196,0.014288214282037819,0.0013897038386708257,0.027505841903173667,0.0007720576881504586,0.005497050739631265,0.021977908856016387,0.04042494055155802,2014,0.5285307517084282,70240,0.5079441913439635
184,Cass,0.8491949848077394,0.003492473719135264,0.11085111584535326,0.005797506373764538,0.0004540215834875842,0.0012572905388886946,0.028952607131631336,0.018195788076694724,2014,0.549437852730747,22503,0.4946895969426299
185,Chippewa,0.9289955467590302,0.005360382648853703,0.01459673428995547,0.006679861454725385,0.010720765297707406,0.01756556160316675,0.016081147946561108,0.060201220517895435,2014,0.5057075166917941,9286,0.5091535645057075
186,Chisago,0.9564959937824984,0.012435003053237356,0.004033974204770452,0.007068707092762902,7.401787531688903e-05,0.0019799781647267816,0.017912325826687146,0.01931866545770804,2014,0.4954141831893929,41105,0.4823744070064469
187,Clay,0.922217517344712,0.020699651477150586,0.01254030813328556,0.010488257711475196,0.00042343897592912283,0.004283248102667666,0.029347578254779974,0.04206703364711247,2014,0.3841316535567351,46911,0.5113299652533521
188,Clearwater,0.8630762209036971,0.003308991328160657,0.09185303514376997,0.004564125969876769,0.0012551346417161114,0.0013692377909630307,0.03457325422181652,0.01711547238703788,2014,0.4441252079237865,6613,0.4965976107666717
189,Cook,0.8680728667305848,0.0028763183125599234,0.08226270373921381,0.009204218600191754,0.0038350910834132313,0.013039309683604986,0.020709491850431447,0.01879194630872483,2014,0.6686323429349059,4409,0.5062372420049898
190,Cottonwood,0.9062905598338672,0.006229990481958986,0.004672492861469239,0.028813705979060317,0.00034611058233105475,0.03703383230942287,0.01661330795189063,0.06801072942805228,2014,0.4933910665451231,8776,0.5127620783956244
191,Crow Wing,0.9632665308507448,0.006143301590309692,0.01179703415928365,0.00454825413369972,0.0,0.0007264572574659276,0.013518422008496392,0.013581592204797776,2014,0.5518626511428746,49043,0.5053728360826214
192,Dakota,0.8375141589005402,0.05367499428782553,0.0028390722456380865,0.046489808022323664,0.00012639705203183258,0.02773686078337004,0.031618708708270736,0.06574591275686555,2014,0.4953436562983687,308826,0.5146069307636015
193,Dodge,0.9642453710525024,0.0032906045872010217,0.0026521290702814205,0.00888954373557291,0.0,0.00775993320563823,0.013162418348804087,0.04852413928588969,2014,0.5264049894922378,14751,0.5032879126838858
194,Douglas,0.9736585101188217,0.0057511800770441105,0.0037436926916607893,0.0021431284249362487,0.0,0.0037708208995713742,0.010932667787965929,0.014432206608431447,2014,0.5363254538512271,28809,0.50355791592905
195,Faribault,0.9747149231531981,0.001983143282102132,0.0007790920036829804,0.003328847652100007,0.0,0.005524470571570224,0.013669523337346836,0.06211488065727035,2014,0.4971771990529958,10982,0.5113822618830814
196,Fillmore,0.9817981510753458,0.0041672654116970825,0.0007663936389327967,0.0043588638214302824,9.579920486659959e-05,0.0015806868802988937,0.00723283996742827,0.01274129424725775,2014,0.5378855184668105,15758,0.5064094428226933
197,Freeborn,0.9472537478455986,0.013202822672433416,0.00286169555461611,0.014275958505414459,0.00022763487366264515,0.010568761991479951,0.0116093785567949,0.09365549087834542,2014,0.5221124588387311,23991,0.507481972406319
198,Goodhue,0.9534768568353068,0.01209903121636168,0.011324004305705059,0.0052744886975242215,0.0,0.0012486544671689989,0.016576964477933262,0.031130247578040907,2014,0.4893965031020869,35460,0.5065425831923294
199,Grant,0.9745919569241124,0.00033653037186606087,0.004374894834258792,0.001177856301531213,0.0,0.0020191822311963654,0.01749957933703517,0.01901396601043244,2014,0.6264642082429501,4610,0.5004338394793926
200,Hennepin,0.7375653806237673,0.1244739573211827,0.006614761859476624,0.06882527816483566,0.00040272396869172597,0.027102413449492047,0.03501548461255391,0.06806779324631078,2014,0.4793844730526597,942542,0.5118562355841968
201,Houston,0.9721143100420414,0.004629876004470225,0.002075461657176308,0.004044489383215368,0.0002660848278431164,0.0018093768293331914,0.015060401255920388,0.009153318077803205,2014,0.5439885690957338,14697,0.5067700891338368
202,Hubbard,0.9430232558139536,0.0065891472868217045,0.021414728682170543,0.006056201550387597,0.0001937984496124031,0.0029069767441860465,0.01981589147286821,0.018604651162790697,2014,0.5387265456782528,16255,0.4976930175330668
203,Isanti,0.9575934063076884,0.005928082993161905,0.004576064064896909,0.008736122305712279,0.00023400327604586465,0.0037440524167338335,0.0191882686357609,0.017758248615480615,2014,0.485629989586949,28810,0.4980215203054495
204,Itasca,0.9296013757826967,0.0049387071170297215,0.03514419260957757,0.004211129729253021,0.00011023899814798484,0.0021606843637005037,0.02383367139959432,0.012523150189611077,2014,0.5355802095590295,35694,0.500140079565193
205,Jackson,0.9557217357079604,0.0022631112860375872,0.0008855652858407951,0.021942339860277483,0.00029518842861359833,0.009150841287021549,0.009741218144248746,0.03276591557610942,2014,0.4899623588456712,7970,0.4959849435382685
206,Kanabec,0.9665158939565272,0.003392385978137957,0.0097374041965071,0.004774469154416384,6.282196255811031e-05,0.0018846588767433095,0.013632365875109938,0.015454202789295138,2014,0.504773365423185,12465,0.4932210188527878
207,Kandiyohi,0.8883792048929664,0.036838390966831336,0.005504587155963303,0.007245354034344859,0.0,0.048153375676311456,0.013879087273582686,0.11745471653728536,2014,0.5200569518385539,32308,0.5038999628574966
208,Kittson,0.9799368800721372,0.006311992786293959,0.002028854824165916,0.003832281334535618,0.0,0.0004508566275924256,0.007439134355275024,0.0193868349864743,2014,0.5690400691842029,3469,0.4963966560968579
209,Koochiching,0.9362722351121424,0.00920340293890178,0.03642691415313225,0.004408352668213457,0.0,0.0002320185614849188,0.01345707656612529,0.0019334880123743235,2014,0.5210602409638554,10375,0.5037108433734939
210,Lac qui Parle,0.9720936957779064,0.010121457489878544,0.0020242914979757085,0.004048582995951417,0.0,0.003759398496240601,0.007952573742047426,0.02096587622903413,2014,0.5456862031306879,5494,0.5060065526028394
211,Lake,0.9691260143643315,0.008954388583154557,0.005223393340173493,0.0,0.0006529241675216862,0.0041973696483536965,0.01184590989646488,0.013897957280104468,2014,0.6021919085927481,8577,0.4921301154249738
212,Lake of the Woods,0.9400153806716228,0.0010253781081773904,0.0030761343245321714,0.011535503716995642,0.0,0.0,0.04434760317867213,0.012304537298128686,2014,0.6096020214782061,3166,0.4857864813644978
213,Le Sueur,0.9573598553345388,0.007703435804701626,0.0034358047016274863,0.004520795660036167,7.233273056057866e-05,0.01631103074141049,0.010596745027124774,0.05616636528028933,2014,0.4660730441407552,21001,0.4983572210847103
214,Lincoln,0.9756602796478508,0.00224408769204212,0.006732263076126359,0.001380977041256689,0.0,0.006904885206283446,0.007077507336440531,0.01605385810460901,2014,0.5332132402612024,4441,0.5046160774600316
215,Lyon,0.8904168289832489,0.029723412543825482,0.005414881184261785,0.035138293728087265,0.0,0.029996104402025717,0.009310479158550836,0.06178418387222439,2014,0.4345784748735941,19382,0.5071716025177999
216,McLeod,0.954990814451929,0.0016422646551244224,0.0020876245615988427,0.0061515337081779215,0.0,0.01942882591994656,0.015698936703223292,0.055168958414518736,2014,0.4588183453897845,27233,0.5066279881026695
217,Mahnomen,0.4771897810218978,0.0034671532846715326,0.41478102189781024,0.004379562043795621,0.0040145985401459855,0.0067518248175182476,0.08941605839416059,0.034306569343065696,2014,0.4603674540682415,3810,0.5141732283464567
218,Marshall,0.9746970019136719,0.0022326174782054007,0.0034020837763129915,0.00212630236019562,0.00021263023601956202,0.002870508186264087,0.014458856049330213,0.04093132043376568,2014,0.5741072659589136,7253,0.4893147663035985
219,Martin,0.9759817758629228,0.002674194027633339,0.0009409201208339524,0.007527360966671619,9.90442232456792e-05,0.0016342296835537068,0.01114247511513891,0.03971673352151736,2014,0.5007259642699324,15841,0.5091218988700208
220,Meeker,0.9742790335151988,0.005412661297306659,0.003160994197627089,0.003810513553303889,0.0009959296787044251,0.003074391616870182,0.009266476140989,0.03485753875465489,2014,0.5304692435816438,17411,0.4960657055884211
221,Mille Lacs,0.9110826741119901,0.00527377074608345,0.051264153870017065,0.004265549868155732,0.0,0.002908329455560725,0.02520552194819296,0.02047463936714751,2014,0.4679065430244004,19303,0.5055172771071854
222,Morrison,0.9719634703196348,0.005966514459665145,0.001491628614916286,0.005083713850837139,0.0,0.003957382039573821,0.011537290715372907,0.014946727549467275,2014,0.5223577235772358,25092,0.4988841064881237
223,Mower,0.9163269465960048,0.033810640032613117,0.0010955972278842234,0.02122401141459437,0.0011465552384834895,0.007618222584590297,0.0187780269058296,0.10938136975132493,2014,0.4023674625657628,29652,0.5033387292594091
224,Murray,0.967860096892355,0.00413564929693962,0.0029540352120997282,0.007798652959943282,0.003899326479971641,0.004608294930875576,0.008743944227815196,0.033676001417936904,2014,0.5411942554799698,6615,0.5055177626606198
225,Nicollet,0.9337566965629328,0.028622163366038643,0.0022271714922049,0.015289231324866068,0.0,0.007584421838319389,0.012520315415638356,0.041654126286642994,2014,0.4546642579851635,26017,0.499711726947765
226,Nobles,0.7975056376271342,0.04174145151640665,0.004510101707395646,0.05996594412996456,0.00046021445993833126,0.07966312301532515,0.016153527543835432,0.2605274057710893,2014,0.3815978512086951,16009,0.4822287463301893
227,Norman,0.9297981319674599,0.007532389273877674,0.014763482976800241,0.004670081349804157,0.0021090689966857487,0.009189514914130762,0.031937330521241335,0.04820729135281712,2014,0.493069306930693,5050,0.502970297029703
228,Olmsted,0.8525355753344348,0.052650162553962584,0.0027847359164312733,0.05961200234504078,9.32686670575068e-05,0.009959761232212332,0.022364493950860737,0.04634786547993392,2014,0.4494697580466542,112873,0.5163502343341632
229,Otter Tail,0.9561306201684748,0.013554269074773806,0.003570561930183381,0.006534474988733664,0.00012132977432661975,0.0077824383818074685,0.012306305681700005,0.03104308940271085,2014,0.4945395742418537,45143,0.5001661387147509
230,Pennington,0.9372704153715742,0.016530093246679853,0.01476405764340209,0.007629273806159931,0.0029669398135066397,0.004026561175473298,0.016812658943204294,0.03383724215880192,2014,0.4777839233038348,10848,0.5059918879056047
231,Pine,0.9146110709739568,0.02115801424295593,0.024254309010217773,0.005126088003577941,0.0004472425774933773,0.006089379708948292,0.02831389548284997,0.027625829979014003,2014,0.4558236417288665,23044,0.4629404617253949
232,Pipestone,0.9271943995691976,0.013462574044157244,0.013354873451803985,0.009800753904146474,0.0,0.013031771674744213,0.023155627355950455,0.05288099084544965,2014,0.5567582965389546,7021,0.5204386839481555
233,Polk,0.9308399366085578,0.014136291600633916,0.011822503961965134,0.007606973058637084,0.0005071315372424723,0.010079239302694136,0.025007923930269408,0.0595879556259905,2014,0.4102681165435378,24094,0.499626463019839
234,Pope,0.9730296127562642,0.004464692482915718,0.0042824601366742605,0.0034624145785876995,0.0,0.0051936218678815494,0.009567198177676536,0.01184510250569476,2014,0.5798280269579363,8606,0.5
235,Ramsey,0.6834070829758734,0.11207688023961107,0.0063985340377176745,0.13590817416956394,0.0003273581071928478,0.01962267274724944,0.04225929772279165,0.07334514832708719,2014,0.4443892471276322,408635,0.5211447869125259
236,Red Lake,0.9515091538842158,0.005690252350321623,0.01632855022266205,0.002968827313211281,0.0,0.006679861454725385,0.016823354774863932,0.031914893617021274,2014,0.4951843241448024,3011,0.4931916306874792
237,Redwood,0.8942739761201695,0.0065476954679676465,0.04930029528822698,0.03145461548337398,0.0,0.008987032995249711,0.009436384645012195,0.028951084863268712,2014,0.4752897068847989,11736,0.5046864349011588
238,Renville,0.9336445481827276,0.003001000333444481,0.013604534844948316,0.005001667222407469,0.0,0.0336112037345782,0.011137045681893965,0.07642547515838613,2014,0.5012568258646095,11537,0.4892086330935252
239,Rice,0.8874009460040543,0.04174089317525646,0.004161803550586645,0.021991522820812088,0.0007525032250138213,0.02623011241476749,0.017722218809509183,0.07769211868050863,2014,0.42799635123344176,50428,0.4888553977948759
240,Rock,0.9637848021770986,0.007850115135021981,0.006698764915218757,0.00921080175842579,0.0,0.004710069081013188,0.007745446933221688,0.02574837764287209,2014,0.4561679040548258,7004,0.5114220445459737
241,Roseau,0.93337177269524,0.007495675571785508,0.014094432699083862,0.02838106220770068,0.00012813120635530784,0.0016016400794413481,0.014927285540393362,0.01063489012749055,2014,0.4655187111073225,11731,0.4875969653056005
242,St. Louis,0.925216992009104,0.015238104745124856,0.01909629503925572,0.01053640324826681,0.0003843216722484814,0.003054608615793125,0.026473274670207086,0.014689073784769881,2014,0.5057221515783755,162002,0.4999012357872125
243,Scott,0.8479317513800272,0.030124023227471507,0.007018424259803571,0.05903649007097282,0.0012402322747150332,0.02300523335006093,0.031643845436948884,0.04743709226467848,2014,0.4570425943852856,99168,0.5043965795417876
244,Sherburne,0.937404044391806,0.020847041277361058,0.005165153309646006,0.011317278589288065,0.00012062990744396192,0.004880028073869369,0.0202658244505856,0.024487871211124272,2014,0.463874757751938,66048,0.4873576792635659
245,Sibley,0.9678411446145616,0.004680082904325734,0.0019388914889349469,0.006485257738851375,0.00020057498161396003,0.009159590827037508,0.009694457444674736,0.08270375075215618,2014,0.5414109065029802,11241,0.5019126412240904
246,Stearns,0.9010614274279096,0.04495610467197272,0.0034947058785248053,0.01993999778733706,0.00014317230787252457,0.013022172184223713,0.017382419742159688,0.030879663675233145,2014,0.4357419387488297,118561,0.4980052462445492
247,Steele,0.9058591718891108,0.02952847486385157,0.0013683259899838535,0.011849703073260174,0.00013683259899838538,0.037300566486959855,0.013956925097835308,0.07213814619194878,2014,0.4642070484581498,27240,0.5062775330396476
248,Stevens,0.9343372259782832,0.008399918049580004,0.01915591067404221,0.01679983609916001,0.0014341323499282937,0.003892644949805368,0.015980331899200985,0.04578979717271051,2014,0.5515643105446119,7767,0.5098493626882966
249,Swift,0.9567647368976062,0.01813772013076031,0.002214489085732363,0.001792681640830961,0.0,0.014657808710323737,0.006432563534746388,0.042918907518717714,2014,0.5616475354490209,7405,0.4975016880486158
250,Todd,0.9560715019519213,0.0028354222313540173,0.002383398397370043,0.0047667967947400865,0.0,0.014177111156770084,0.019765769467844668,0.05337990548592562,2014,0.4824967686342094,18568,0.4891749246014649
251,Traverse,0.9269944068295556,0.004415660877244628,0.04032970267883427,0.0,0.0,0.004710038269060936,0.023550191345304682,0.022667059169855758,2014,0.5851103628881407,2673,0.508791619902731
252,Wabasha,0.9731795376752472,0.0021568903268157735,0.0023913349275566185,0.004126224973038871,0.0,0.0029071130491864767,0.01523889904815492,0.028742908050827583,2014,0.5062769010043041,16728,0.5035270205643233
253,Wadena,0.9640130861504908,0.008069792802617229,0.008651399491094147,0.002544529262086514,0.0,0.0020356234096692107,0.014685568884042169,0.017157397310069062,2014,0.5021421616358325,10270,0.5039922103213242
254,Waseca,0.932646842492382,0.026741620258484814,0.006987496059682673,0.004885993485342019,0.0,0.011820951980666176,0.01691709572344226,0.056688031942839126,2014,0.4560556972496037,14507,0.5386365203005445
255,Washington,0.8683873042674225,0.03938169611449476,0.003795051156807172,0.050674385414782204,0.0004462401254296568,0.007678546302438241,0.0296367766186255,0.03816358117751111,2014,0.5179052691035262,185895,0.5092552247236343
256,Watonwan,0.9066933430338304,0.006365951255001819,0.004547108039287013,0.011913423062931977,0.0,0.06284103310294653,0.0076391415060021815,0.22635503819570754,2014,0.4491759894141706,8313,0.5036689522434741
257,Wilkin,0.9529248340793331,0.0072542058959716,0.01528013582342954,0.0,0.0,0.0010804136440808766,0.02346041055718475,0.012656274116375984,2014,0.4728806749698674,4978,0.4933708316593009
258,Winona,0.9391729396812982,0.01476195131488904,0.003323883077524685,0.026239124059047804,0.00023462704076644835,0.004536122788151334,0.011731352038322415,0.027373154756085642,2014,0.384859180292444,41649,0.5093519652332589
259,Wright,0.9473145425716968,0.011391450254768246,0.003225011930235064,0.010868059297116732,6.927233263034743e-05,0.009197826388140576,0.01793383722541217,0.02695463431905297,2014,0.4874897101512066,92324,0.5006607166067328
260,Yellow Medicine,0.9252839210998208,0.002390914524805738,0.03297469615461246,0.006076907750547918,0.0,0.013349272763498704,0.019924287706714484,0.04144251842996613,2014,0.5237846995959861,7673,0.4940701159911378
261,Aitkin,0.9500699656532248,0.0039435186363058145,0.01965398804223381,0.003307467243353263,0.00012721027859051014,0.0005088411143620407,0.02238900903192978,0.01183055590891744,2016,0.7095742249980959,13129,0.4974483966791074
262,Anoka,0.8546047021383213,0.05201480443898737,0.006581704268730458,0.04144187968316392,0.0003135540323927689,0.014921655448074571,0.030121699990329643,0.04057740828544552,2016,0.7101128543067223,263437,0.5031145966587837
263,Becker,0.87787265917603,0.004614232209737828,0.07541573033707866,0.004943820224719101,0.000299625468164794,0.0035355805243445686,0.033318352059925095,0.01758801498127341,2016,0.6815329097042442,25494,0.5023927198556523
264,Beltrami,0.7361318026465691,0.009114012794671807,0.2107834545613881,0.008566295679607394,0.0010516168609236698,0.0024318639908859872,0.0319209534659539,0.020703706949434755,2016,0.6326060994436515,34331,0.5072966123911333
265,Benton,0.9385406898649162,0.026509871505689737,0.0042324555845604074,0.011075347847023341,0.0,0.0008110094533289404,0.01883062574448133,0.020047139924474745,2016,0.6848183141996004,29529,0.5006942327881067
266,Big Stone,0.9882306786975285,0.0017653981953707335,0.0,0.0,0.0,0.0007846214201647705,0.009219301686936054,0.012553942722636328,2016,0.7033022435089489,3967,0.5074363498865642
267,Blue Earth,0.9163970453574264,0.033056589951773394,0.004013796471521885,0.02055735303095049,0.0001220926683352665,0.004532690311946768,0.02132043220804591,0.03076735242048715,2016,0.6362250945419653,53151,0.4997648209817313
268,Brown,0.9707821692265172,0.002250562640660165,0.002211079085560864,0.006554270146483989,0.0005922533264895171,0.00939708611363367,0.008212579460654637,0.038970268883010216,2016,0.7078229044883851,19673,0.5121740456463173
